Emotion	Subject	blocks-to-Action	blocks-to-LTM	blocks-to-Perception	blocks-to-Procedural	blocks-to-WM	faces-to-Action	faces-to-LTM	faces-to-Perception	faces-to-Procedural	faces-to-WM
Language	173940	0.000000	0.000000	0.058566	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.084770	0.000000	0.000000	-0.197355	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.134928
Language	175035	0.000000	0.000000	0.095615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.199151	0.000000	0.000000	0.032936	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.090307
Language	175439	0.000000	0.000000	0.230901	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.240877	0.000000	0.000000	0.089814	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.069051
Language	176542	0.000000	0.000000	0.056226	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.143220	0.000000	0.000000	0.105883	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.265461
Language	177645	0.000000	0.000000	0.032391	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.050236	0.000000	0.000000	-0.188261	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.217302
Language	177746	0.000000	0.000000	0.089340	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.292283	0.000000	0.000000	-0.163647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.254688
Language	178142	0.000000	0.000000	0.049482	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.101672	0.000000	0.000000	-0.071946	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.125018
Language	178748	0.000000	0.000000	0.257111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.183727	0.000000	0.000000	-0.015000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074254
Language	178849	0.000000	0.000000	0.100712	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.125102	0.000000	0.000000	-0.030707	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.032317
Language	178950	0.000000	0.000000	0.235985	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.223800	0.000000	0.000000	0.162080	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.092655
Language	992774	0.000000	0.000000	0.176433	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.165082	0.000000	0.000000	0.089941	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.055191
Language	994273	0.000000	0.000000	0.062439	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.023946	0.000000	0.000000	-0.003219	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.073599
Relational	Subject	allstim-to-Action	allstim-to-LTM	allstim-to-Perception	allstim-to-Procedural	allstim-to-WM	rel-to-Action	rel-to-LTM	rel-to-Perception	rel-to-Procedural	rel-to-WM
Relational	100307	0.000000	0.000000	1.218316	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.085620
Relational	100408	0.000000	0.000000	0.781421	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.015104
Relational	101006	0.000000	0.000000	0.061030	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016211
Relational	101107	0.000000	0.000000	0.336112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.025363
Relational	101309	0.000000	0.000000	0.355168	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.021062
Relational	101410	0.000000	0.000000	0.283864	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009728
Relational	101915	0.000000	0.000000	1.463736	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.050000
Relational	102008	0.000000	0.000000	0.814474	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.096798
Relational	102311	0.000000	0.000000	0.807607	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.088250
Relational	102816	0.000000	0.000000	0.066003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002402
Relational	103111	0.000000	0.000000	0.388880	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001274
Relational	103414	0.000000	0.000000	0.666897	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260689
Relational	103515	0.000000	0.000000	0.554590	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.021319
Relational	103818	0.000000	0.000000	0.410428	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011307
Relational	104820	0.000000	0.000000	1.059505	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007405
Relational	105014	0.000000	0.000000	1.364959	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004300
Relational	105115	0.000000	0.000000	0.622759	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.104525
Relational	105216	0.000000	0.000000	0.961360	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.101400
Relational	106016	0.000000	0.000000	0.438791	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.173960
Relational	106319	0.000000	0.000000	1.204944	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.131366
Relational	106521	0.000000	0.000000	0.032198	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008197
Relational	107321	0.000000	0.000000	1.026493	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007992
Relational	107422	0.000000	0.000000	0.698565	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006901
Relational	108121	0.000000	0.000000	0.646705	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.027449
Relational	108323	0.000000	0.000000	0.317453	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.088551
Relational	108525	0.000000	0.000000	-0.039416	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010146
Relational	108828	0.000000	0.000000	0.400529	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002368
Relational	109123	0.000000	0.000000	0.543892	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.033132
Relational	109325	0.000000	0.000000	0.924307	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011794
Relational	110411	0.000000	0.000000	0.746219	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030947
Relational	111312	0.000000	0.000000	1.098263	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.079195
Relational	111413	0.000000	0.000000	0.812250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047707
Relational	111716	0.000000	0.000000	1.536672	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.035472
Relational	113215	0.000000	0.000000	1.393995	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.063211
Relational	113619	0.000000	0.000000	1.104931	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015365
Relational	113922	0.000000	0.000000	0.253693	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007615
Relational	114419	0.000000	0.000000	1.000303	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009886
Relational	114924	0.000000	0.000000	-0.000116	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003281
Relational	115320	0.000000	0.000000	1.105517	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.062855
Relational	116524	0.000000	0.000000	0.198654	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005305
Relational	117122	0.000000	0.000000	0.666400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022704
Relational	117324	0.000000	0.000000	0.646005	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000973
Relational	118528	0.000000	0.000000	0.975893	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005607
Relational	118730	0.000000	0.000000	0.784961	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046680
Relational	118932	0.000000	0.000000	0.329107	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.062990
Relational	119833	0.000000	0.000000	0.352016	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018556
Relational	120111	0.000000	0.000000	0.889763	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011167
Relational	120212	0.000000	0.000000	1.170196	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014184
Relational	120515	0.000000	0.000000	1.135187	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010582
Relational	121618	0.000000	0.000000	0.446364	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.036417
Relational	122317	0.000000	0.000000	0.845226	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006994
Relational	122620	0.000000	0.000000	1.182368	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025886
Relational	123117	0.000000	0.000000	0.864038	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030299
Relational	123420	0.000000	0.000000	0.557053	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015064
Relational	123925	0.000000	0.000000	0.330154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001372
Relational	124220	0.000000	0.000000	0.736234	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.075801
Relational	124422	0.000000	0.000000	0.861200	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082227
Relational	124826	0.000000	0.000000	0.872518	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004955
Relational	125525	0.000000	0.000000	0.382599	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012045
Relational	126325	0.000000	0.000000	0.815465	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006053
Relational	126628	0.000000	0.000000	0.540543	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.054536
Relational	127630	0.000000	0.000000	1.366202	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010507
Relational	127933	0.000000	0.000000	0.249927	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010803
Relational	128127	0.000000	0.000000	0.974944	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.082040
Relational	128632	0.000000	0.000000	0.298040	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032108
Relational	129028	0.000000	0.000000	0.675041	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002794
Relational	130013	0.000000	0.000000	0.615943	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.043087
Relational	130316	0.000000	0.000000	0.295136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.032908
Relational	130922	0.000000	0.000000	0.429105	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.040660
Relational	131217	0.000000	0.000000	0.507075	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.079132
Relational	131722	0.000000	0.000000	0.453241	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.099444
Relational	131924	0.000000	0.000000	0.530201	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023486
Relational	133019	0.000000	0.000000	0.449880	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005466
Relational	133625	0.000000	0.000000	0.857398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.087101
Relational	133827	0.000000	0.000000	0.935718	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.001104
Relational	133928	0.000000	0.000000	0.439194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.025402
Relational	134324	0.000000	0.000000	0.394125	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047981
Relational	135225	0.000000	0.000000	1.728262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004969
Relational	135528	0.000000	0.000000	0.925877	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046731
Relational	135932	0.000000	0.000000	1.503881	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002977
Relational	136227	0.000000	0.000000	0.408920	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.026121
Relational	136833	0.000000	0.000000	0.605480	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.149263
Relational	137027	0.000000	0.000000	0.572222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.184991
Relational	137128	0.000000	0.000000	1.442884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.052720
Relational	137633	0.000000	0.000000	0.505052	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014458
Relational	137936	0.000000	0.000000	0.220061	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005671
Relational	138231	0.000000	0.000000	0.906211	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.150926
Relational	138534	0.000000	0.000000	1.175218	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.076289
Relational	139233	0.000000	0.000000	0.513278	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.027480
Relational	140117	0.000000	0.000000	0.871926	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025197
Relational	140420	0.000000	0.000000	1.134420	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000477
Relational	994273	0.000000	0.000000	0.681652	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010088
Relational	140824	0.000000	0.000000	0.164776	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005104
Relational	140925	0.000000	0.000000	0.211777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003537
Relational	141422	0.000000	0.000000	0.773129	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.009197
Relational	141826	0.000000	0.000000	0.987796	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.115274
Relational	142828	0.000000	0.000000	0.183954	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.034459
Relational	143325	0.000000	0.000000	0.537364	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004816
Relational	144226	0.000000	0.000000	0.702161	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.003965
Relational	144832	0.000000	0.000000	1.327132	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016349
Relational	145834	0.000000	0.000000	0.982836	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008793
Relational	146331	0.000000	0.000000	0.076115	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005847
Relational	146432	0.000000	0.000000	1.049163	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.082069
Relational	147030	0.000000	0.000000	0.684778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.039800
Relational	147737	0.000000	0.000000	0.875583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.088127
Relational	148032	0.000000	0.000000	1.175668	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014055
Relational	148335	0.000000	0.000000	0.500977	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.019586
Relational	148840	0.000000	0.000000	0.941941	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000782
Relational	148941	0.000000	0.000000	1.129760	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.044891
Relational	149337	0.000000	0.000000	-0.296590	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.029811
Relational	149539	0.000000	0.000000	0.499751	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004386
Relational	149741	0.000000	0.000000	0.582644	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005434
Relational	150524	0.000000	0.000000	1.450405	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.050106
Relational	150625	0.000000	0.000000	0.406495	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.027435
Relational	150726	0.000000	0.000000	2.213707	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.155918
Relational	151223	0.000000	0.000000	0.222745	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026202
Relational	151526	0.000000	0.000000	0.216149	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013764
Relational	151627	0.000000	0.000000	0.872969	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.024116
Relational	151728	0.000000	0.000000	0.489315	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005043
Relational	152831	0.000000	0.000000	1.624320	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014074
Relational	153025	0.000000	0.000000	0.635488	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016546
Relational	153429	0.000000	0.000000	0.889326	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.131412
Relational	153833	0.000000	0.000000	0.217033	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.028695
Relational	154734	0.000000	0.000000	1.323342	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.237793
Relational	154835	0.000000	0.000000	1.007045	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013663
Relational	154936	0.000000	0.000000	0.186842	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007316
Relational	155231	0.000000	0.000000	1.276550	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016587
Relational	155635	0.000000	0.000000	0.746368	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.039467
Relational	156233	0.000000	0.000000	0.033322	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.062561
Relational	156637	0.000000	0.000000	0.659777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022758
Relational	157336	0.000000	0.000000	0.283063	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035786
Relational	157437	0.000000	0.000000	0.441134	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008271
Relational	158035	0.000000	0.000000	1.141777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023216
Relational	158136	0.000000	0.000000	0.706512	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015296
Relational	158540	0.000000	0.000000	0.414582	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032268
Relational	159138	0.000000	0.000000	0.319623	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011856
Relational	159239	0.000000	0.000000	0.254536	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.065713
Relational	159340	0.000000	0.000000	1.163503	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015811
Relational	159441	0.000000	0.000000	0.066791	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.012439
Relational	160123	0.000000	0.000000	0.694061	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.012849
Relational	160830	0.000000	0.000000	0.114631	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007511
Relational	161327	0.000000	0.000000	-0.083794	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.003012
Relational	161630	0.000000	0.000000	0.555399	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.102198
Relational	161731	0.000000	0.000000	1.590227	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.011736
Relational	162026	0.000000	0.000000	1.376803	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004828
Relational	162228	0.000000	0.000000	1.066840	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.043332
Relational	162329	0.000000	0.000000	0.306893	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.009415
Relational	162733	0.000000	0.000000	0.615010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.019881
Relational	163129	0.000000	0.000000	1.090172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.040529
Relational	163331	0.000000	0.000000	0.721497	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047376
Relational	163432	0.000000	0.000000	1.301299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.011098
Relational	163836	0.000000	0.000000	0.210249	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025634
Relational	164030	0.000000	0.000000	0.878448	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013992
Relational	164131	0.000000	0.000000	0.252682	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.062054
Relational	164939	0.000000	0.000000	0.503958	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.059253
Relational	165032	0.000000	0.000000	1.091388	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.112777
Relational	165840	0.000000	0.000000	0.309975	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.020346
Relational	166438	0.000000	0.000000	1.044942	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026048
Relational	167036	0.000000	0.000000	0.757266	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.043230
Relational	167743	0.000000	0.000000	0.880029	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.019452
Relational	168139	0.000000	0.000000	0.043429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015968
Relational	168341	0.000000	0.000000	0.836075	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.023546
Relational	169444	0.000000	0.000000	1.321313	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.054162
Relational	170934	0.000000	0.000000	0.780276	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.003545
Relational	171633	0.000000	0.000000	0.126501	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001872
Relational	172029	0.000000	0.000000	0.891690	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000693
Relational	172130	0.000000	0.000000	1.722763	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.058042
Relational	172332	0.000000	0.000000	1.015587	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014843
Relational	172534	0.000000	0.000000	0.392901	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.033360
Relational	172938	0.000000	0.000000	0.137968	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013269
Relational	173334	0.000000	0.000000	0.237561	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032233
Relational	173435	0.000000	0.000000	1.630567	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000652
Relational	173536	0.000000	0.000000	1.148932	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004468
Relational	173940	0.000000	0.000000	1.228374	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.045070
Relational	175035	0.000000	0.000000	0.830941	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011159
Relational	175439	0.000000	0.000000	1.327027	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001965
Relational	176542	0.000000	0.000000	0.681162	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.064425
Relational	177645	0.000000	0.000000	0.749867	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.120704
Relational	177746	0.000000	0.000000	1.115946	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.039079
Relational	178142	0.000000	0.000000	1.115274	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006623
Relational	178748	0.000000	0.000000	0.284142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010314
Relational	178849	0.000000	0.000000	0.309122	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018858
Relational	178950	0.000000	0.000000	0.280381	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024531
Relational	992774	0.000000	0.000000	0.702753	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030284
Social	Subject	blocks-to-Action	blocks-to-LTM	blocks-to-Perception	blocks-to-Procedural	blocks-to-WM	social-to-Action	social-to-LTM	social-to-Perception	social-to-Procedural	social-to-WM
Social	100307	0.000000	0.000000	0.343772	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.111107
Social	100408	0.000000	0.000000	0.450778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.015354
Social	101006	0.000000	0.000000	0.312079	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.112453
Social	101107	0.000000	0.000000	0.087158	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052275
Social	101309	0.000000	0.000000	0.085494	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.044282
Social	101410	0.000000	0.000000	0.245007	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.058512
Social	101915	0.000000	0.000000	0.193779	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.073614
Social	102008	0.000000	0.000000	0.323679	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.069183
Social	102311	0.000000	0.000000	0.154544	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.095162
Social	102816	0.000000	0.000000	0.059400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.037235
Social	103111	0.000000	0.000000	0.124351	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025389
Social	103414	0.000000	0.000000	0.244745	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025811
Social	103515	0.000000	0.000000	0.184831	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.088720
Social	103818	0.000000	0.000000	0.190934	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.042714
Social	104820	0.000000	0.000000	0.443521	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.015166
Social	105014	0.000000	0.000000	0.255943	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.028163
Social	105115	0.000000	0.000000	0.412799	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.037122
Social	105216	0.000000	0.000000	0.581334	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.003425
Social	106016	0.000000	0.000000	0.161726	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.054609
Social	106319	0.000000	0.000000	0.382335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013600
Social	106521	0.000000	0.000000	0.129711	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.024373
Social	107321	0.000000	0.000000	-0.456198	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.101394
Social	107422	0.000000	0.000000	0.608649	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024015
Social	108121	0.000000	0.000000	0.336962	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.122569
Social	108323	0.000000	0.000000	0.329170	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.019846
Social	108525	0.000000	0.000000	0.063541	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.011778
Social	108828	0.000000	0.000000	0.081143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.043782
Social	109123	0.000000	0.000000	0.371171	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.107935
Social	109325	0.000000	0.000000	0.471156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.009538
Social	110411	0.000000	0.000000	0.338653	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005107
Social	111312	0.000000	0.000000	1.006440	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.044284
Social	111413	0.000000	0.000000	0.156283	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082437
